pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P468,0,1,0,0,0,0,0,1,0,0,0
P469,0,0,0,0,0,0,0,0,0,0,1
P470,0,0,0,0,0,0,0,0,0,1,0
P471,3,0,1,7,0,2,2,0,0,0,0
P472,6,3,6,8,6,3,2,0,0,4,15
P473,1,2,2,3,1,0,3,2,0,1,3
P474,1,4,0,0,0,0,3,2,1,4,2
P475,0,0,2,0,0,0,0,0,0,1,1
P476,2,0,0,0,0,2,0,0,0,0,0
P477,0,0,0,0,0,0,1,0,0,0,12
P478,0,0,2,0,0,0,0,0,0,0,0
P479,0,0,0,0,0,0,0,0,0,0,1
P480,1,0,1,0,0,0,0,0,0,0,0
P481,2,0,0,1,2,3,0,0,0,2,3
P482,0,1,0,0,0,0,0,0,0,0,0
P483,2,0,0,0,1,0,0,0,0,0,0
P484,0,3,0,2,0,0,0,0,0,3,3
P485,0,2,0,0,0,0,0,0,0,0,3
P486,1,2,0,0,0,0,0,0,0,0,0
P487,0,0,0,0,0,1,0,0,0,0,3
P488,0,0,0,0,0,0,0,1,0,0,0
P489,0,0,0,0,1,0,0,0,0,0,0
P490,0,0,0,0,0,0,0,0,0,0,1
P491,0,0,0,0,1,0,0,1,0,0,0
P492,0,0,0,0,0,0,2,0,0,1,0
P493,0,0,0,0,0,1,0,0,0,1,1
P494,0,0,0,0,0,1,0,0,0,0,1
P495,0,1,0,0,0,0,0,0,0,0,0
P496,0,0,0,0,0,0,0,0,0,1,0
P497,0,0,0,0,0,0,0,0,1,0,0
P498,0,0,0,1,0,0,1,0,0,0,0
P499,0,0,0,0,0,0,0,0,1,0,0
P500,4,2,2,2,6,0,1,1,1,4,5
P501,0,2,1,0,4,0,1,0,1,0,5
P502,1,1,0,3,1,1,0,0,0,1,1
P503,0,0,0,0,0,0,0,0,2,0,1
P504,0,0,0,0,0,0,0,0,0,1,0
P505,0,0,0,0,0,0,0,1,0,0,1
P506,0,0,0,1,0,0,0,0,0,0,1
P507,0,1,0,0,0,0,0,0,0,0,0
P508,0,0,0,0,0,0,0,0,0,0,1
P509,0,1,0,1,0,0,0,1,0,2,3
P510,0,0,0,0,0,0,0,0,0,1,0
P511,5,0,1,0,0,5,1,1,0,4,0
P512,0,0,0,0,1,0,1,0,0,1,4
P513,0,0,0,1,0,0,0,0,0,0,0
P514,0,1,0,0,0,0,0,1,0,0,0
P515,0,0,0,1,0,0,0,0,0,1,0
P516,0,0,1,0,0,2,1,0,0,1,3
P517,0,0,0,0,0,0,0,0,0,0,1
P518,1,1,5,3,2,1,2,0,0,3,4
P519,0,0,0,0,0,0,2,0,0,0,2
P520,0,0,0,0,0,0,1,0,0,0,0
P521,0,0,0,0,1,0,0,0,0,1,1
P522,0,0,0,0,1,0,0,0,1,1,1
P523,0,0,2,0,1,2,0,0,1,0,5
P524,1,0,0,0,1,0,1,0,0,0,0
P525,0,0,2,1,2,0,0,0,0,0,1
P526,0,0,0,0,0,0,0,0,0,0,1
P527,0,0,0,0,1,0,0,0,0,0,0
P528,0,0,1,2,0,2,0,0,0,0,2
P529,0,0,1,0,0,1,0,0,0,0,1
P530,0,0,0,1,0,0,0,0,0,1,0
P531,1,0,1,0,1,0,1,0,0,0,5
P532,0,0,0,0,0,0,0,0,0,0,1
